id,href,name,image,alias
4473,/wiki/Basil_Andrews_(Earth-616),Basil Andrews,https://static.wikia.nocookie.net/marveldatabase/images/3/3f/Basil_Andrews_%28Earth-616%29_from_Journey_Into_Mystery_Vol_1_98_0001.jpg,
4474,/wiki/Baxu_(Earth-616),Baxu,https://static.wikia.nocookie.net/marveldatabase/images/d/d0/Baxu_%28Earth-616%29_from_Tales_of_Suspense_Vol_1_43_001.jpg,
4475,/wiki/Belial_Toiven_(Earth-616),Belial Toiven,https://static.wikia.nocookie.net/marveldatabase/images/2/27/Belial_Toiven_%28Earth-616%29_from_Inhumans_Vol_2_7.PNG,
4476,/wiki/Beltane_(Earth-616),Beltane,https://static.wikia.nocookie.net/marveldatabase/images/a/a5/Beltane_%28Earth-616%29_by_Todd_Nauck.jpeg,Beltane
4477,/wiki/Bennington_Brown_(Earth-616),Bennington Brown,https://static.wikia.nocookie.net/marveldatabase/images/2/20/Bennington_Brown_%28Earth-616%29_from_Kid_Colt_Outlaw_Vol_1_112_0001.jpg,
4478,/wiki/Bermuda_Schwartz_(Earth-616),Bermuda Schwartz,https://static.wikia.nocookie.net/marveldatabase/images/1/11/Bermuda_Schwartz_%28Earth-616%29_from_Mutant_Misadventures_of_Cloak_and_Dagger_Vol_1_10_001.jpg,Bedlam
4479,/wiki/Black_Widow_(Russian_Agent)_(Earth-616),Black Widow (Russian Agent),https://static.wikia.nocookie.net/marveldatabase/images/f/fd/Black_Widow_%28Russian_Agent%29_%28Earth-616%29_from_Black_Widow_Vol_1_3_001.jpg,Black Widow
4480,/wiki/Bobbi_Chase_(Earth-616),Bobbi Chase,https://static.wikia.nocookie.net/marveldatabase/images/c/cb/Bobbi_Chase_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_261_01.JPG,Blindside
4481,/wiki/Borgo_(Earth-616),Borgo,https://static.wikia.nocookie.net/marveldatabase/images/f/f2/Borgo_%28Earth-616%29_from_Silver_Surfer_Vol_1_7_001.jpg,
4482,/wiki/Bragi_(Earth-616),Bragi,https://static.wikia.nocookie.net/marveldatabase/images/2/28/Bragi_%28Earth-616%29_from_Marvel_Fanfare_Vol_1_13_001.jpg,
4483,/wiki/Brandon_Forsythe_(Earth-616),Brandon Forsythe,https://static.wikia.nocookie.net/marveldatabase/images/6/68/Brandon_Forsythe_%28Earth-616%29_from_Strange_Tales_Vol_1_110_001.jpg,
4484,/wiki/Bride_of_Nine_Spiders_(1920s)_(Earth-616),Bride of Nine Spiders (1920s),https://static.wikia.nocookie.net/marveldatabase/images/3/39/Bride_of_Nine_Spiders_%281920s%29_%28Earth-616%29_Immortal_Iron_Fist_Annual_Vol_1_1.jpg,Bride of Nine Spiders
4485,/wiki/Butcher_(Mephitisoid)_(Earth-616),Butcher (Mephitisoid),https://static.wikia.nocookie.net/marveldatabase/images/a/a9/Butcher_%28Mephitisoid%29_%28Earth-616%29_from_Avengers_Vol_1_378_0001.jpg,"""The Butcher"""
4486,/wiki/Cack_Clugg_(Earth-616),Cack Clugg,https://static.wikia.nocookie.net/marveldatabase/images/0/09/Cack_Clugg_%28Earth-616%29_from_Rawhide_Kid_Vol_1_26_0001.jpg,Bullet-Proof Man
4487,/wiki/Cara_LeBlanc_(Earth-616),Cara LeBlanc,https://static.wikia.nocookie.net/marveldatabase/images/d/dd/Cara_LeBlanc_%28Earth-616%29_from_Sensational_She-Hulk_Vol_1_16_0001.jpg,
4488,/wiki/Carlos_(Inhuman)_(Earth-616),Carlos (Inhuman),https://static.wikia.nocookie.net/marveldatabase/images/1/15/Carlos_%28Inhuman%29_%28Earth-616%29_from_Daredevil_Vol_5_15_001.jpg,
4489,/wiki/Cha-Mont_(Earth-616),Cha-Mont,https://static.wikia.nocookie.net/marveldatabase/images/4/46/Cha-Mont_%28Earth-616%29%2C_Clar-Roc_%28Earth-616%29_and_Dor-Art_%28Earth-616%29_Fantastic_Four_Vol_3_14_001.jpg,
4490,/wiki/Charles_Gaston_(Earth-616),Charles Gaston,https://static.wikia.nocookie.net/marveldatabase/images/f/fd/Charles_Gaston_%28Earth-616%29_from_Avengers_The_Origin_Vol_1_1_001.png,
4491,/wiki/Charleton_Carter_(Earth-616),Charleton Carter,https://static.wikia.nocookie.net/marveldatabase/images/5/5c/Charleton_Carter_%28Earth-616%29_from_Tales_of_Suspense_Vol_1_48_002.jpg,
4492,/wiki/Christine_Gallhager_(Earth-616),Christine Gallhager,https://static.wikia.nocookie.net/marveldatabase/images/9/97/Christine_Gallhager_%28Earth-616%29_Agent_X_Vol_1_9.jpg,
4493,/wiki/Clar-Roc_(Earth-616),Clar-Roc,https://static.wikia.nocookie.net/marveldatabase/images/4/46/Cha-Mont_%28Earth-616%29%2C_Clar-Roc_%28Earth-616%29_and_Dor-Art_%28Earth-616%29_Fantastic_Four_Vol_3_14_001.jpg,
4494,/wiki/Cobalt_(Ravens)_(Earth-616),Cobalt (Ravens),https://static.wikia.nocookie.net/marveldatabase/images/4/4d/Cobalt_%28Ravens%29_%28Earth-616%29_from_X-Factor_Vol_1_58_001.jpg,Cobalt
4495,/wiki/Colonel_Rand_(Earth-616),Colonel Rand,https://static.wikia.nocookie.net/marveldatabase/images/e/e8/Colonel_Rand_%28Earth-616%29_from_All_Winners_Comics_Vol_1_3_001.jpg,Mad Painter
4496,/wiki/Concussion_(Earth-616),Concussion,https://static.wikia.nocookie.net/marveldatabase/images/c/cb/Concussion_%28Earth-616%29_from_X-Factor_Annual_Vol_1_1_003.jpg,Concussion
4497,/wiki/Connie_(Mount_Haven)_(Earth-616),Connie (Mount Haven),https://static.wikia.nocookie.net/marveldatabase/images/6/6f/Connie_%28Earth-616%29_from_X-Treme_X-Men_Vol_1_29.png,
4498,/wiki/Cruz_McIver_(Earth-616),Cruz McIver,https://static.wikia.nocookie.net/marveldatabase/images/a/a5/Cruz_McIver_%28Earth-616%29_from_Cage_Vol_1_12_001.jpg,Bushmaster
4499,/wiki/Cteno_(Earth-616),Cteno,https://static.wikia.nocookie.net/marveldatabase/images/e/e7/Cteno_%28Earth-616%29_from_Realm_of_Kings_Inhumans_Vol_1_3_0001.jpg,
4500,/wiki/Darryl_Williams_(Earth-616),Darryl Williams,https://static.wikia.nocookie.net/marveldatabase/images/3/34/Darryl_Williams_%28Earth-616%29_from_Fantastic_Four_Vol_1_170_001.png,
4501,/wiki/David_Hartnell_(Earth-616),David Hartnell,https://static.wikia.nocookie.net/marveldatabase/images/7/7d/David_Hartnell_%28Earth-616%29_from_Strange_Tales_Vol_1_74.png,
4502,/wiki/David_Lowell_(Earth-616),David Lowell,https://static.wikia.nocookie.net/marveldatabase/images/2/21/David_Lowell_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_11_0001.jpg,Sundown
4503,/wiki/Dea-Sea_(Earth-616),Dea-Sea,https://static.wikia.nocookie.net/marveldatabase/images/6/6b/Dea-Sea_%28earth-616%29_Infinity_Gauntlet_Vol_1_2.jpg,Captain Dea-Sea
4504,/wiki/Dean_Corliss_(Earth-616),Dean Corliss,https://static.wikia.nocookie.net/marveldatabase/images/8/84/Dean_Corliss_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_70_001.png,
4505,/wiki/Deimos_(Earth-616),Deimos,https://static.wikia.nocookie.net/marveldatabase/images/5/56/Deimos_%28Earth-616%29_from_Doctor_Strange%2C_Sorcerer_Supreme_Vol_1_39_0001.jpg,
4506,/wiki/Derek_Petrie_(Earth-616),Derek Petrie,https://static.wikia.nocookie.net/marveldatabase/images/8/8b/Derek_Petrie_%28Earth-616%29_from_New_Excalibur_Vol_1_23.png,Shadow-Captain
4507,/wiki/Derek_Young_(Earth-616),Derek Young,https://static.wikia.nocookie.net/marveldatabase/images/c/ca/Derek_Young_%28Earth-616%29_from_Avengers_4_20_001.jpg,
4508,/wiki/Desidera_(Earth-616),Desidera,https://static.wikia.nocookie.net/marveldatabase/images/4/49/Desidera_%28Earth-616%29_from_Inhumanity_Vol_1_2_001.jpg,
4509,/wiki/Dine_(Earth-616),Dine,https://static.wikia.nocookie.net/marveldatabase/images/b/b9/Dine_%28Earth-616%29_from_Inhumans_Vol_3_1_001.png,
4510,/wiki/Doctor_Frye_(Earth-616),Doctor Frye,https://static.wikia.nocookie.net/marveldatabase/images/9/9e/Immortal_Hulk_Vol_1_2_Textless.jpg,
4511,/wiki/Dor-Art_(Earth-616),Dor-Art,https://static.wikia.nocookie.net/marveldatabase/images/4/46/Cha-Mont_%28Earth-616%29%2C_Clar-Roc_%28Earth-616%29_and_Dor-Art_%28Earth-616%29_Fantastic_Four_Vol_3_14_001.jpg,
4512,/wiki/Dorhun_(Earth-616),Dorhun,https://static.wikia.nocookie.net/marveldatabase/images/e/eb/Dorhun_%28Earth-616%29_from_War_of_Kings_Vol_1_2_0001.jpg,
4513,/wiki/Edwin_Aldrin_Jr_(Earth-616),Edwin Aldrin Jr,https://static.wikia.nocookie.net/marveldatabase/images/0/01/Buzz_Aldren_from_Astonishing_Tales_Vol_2_1.jpg,Buzz Aldrin
4514,/wiki/Erica_Wolfmann_(Earth-616),Erica Wolfmann,https://static.wikia.nocookie.net/marveldatabase/images/6/6d/Erica_Wolfmann_%28Earth-616%29_from_Tales_of_Suspense_Vol_1_72_001.jpg,Agent 2
4515,/wiki/Eye-Scream_(Earth-616),Eye-Scream,https://static.wikia.nocookie.net/marveldatabase/images/2/23/Eye-Scream_%28Earth-616%29_from_X-Men_Before_the_Fall_%E2%80%93_Mutant_First_Strike_Vol_1_1.png,Eye-Scream
4516,/wiki/Fatal_Finnegan_(Earth-616),Fatal Finnegan,https://static.wikia.nocookie.net/marveldatabase/images/1/11/Fatal_Finnegan_%28Earth-616%29_and_Benjamin_Grimm_%28Earth-616%29_from_Fantastic_Four_Vol_1_15_0002.jpg,Fatal Finnegan
4517,/wiki/Fizgig_(Earth-616),Fizgig,https://static.wikia.nocookie.net/marveldatabase/images/b/b1/Fizgig_%28Earth-616%29_from_Thunderbolts_Vol_1_31_001.jpg,Fizgig
4518,/wiki/Ghost_Rider_(Cossack)_(Earth-616),Ghost Rider (Cossack),https://static.wikia.nocookie.net/marveldatabase/images/c/cc/Ghost_Rider_%28Cossack%29_%28Earth-616%29_from_Danny_Ketch_Ghost_Rider_Vol_1_4_001.jpg,
4519,/wiki/Ghost_Rider_(Russian)_(Earth-616),Ghost Rider (Russian),https://static.wikia.nocookie.net/marveldatabase/images/a/ab/Ghost_Rider_%28Russian%29_%28Earth-616%29_from_Ghost_Rider_Vol_6_31_001.jpg,
4520,/wiki/Gordon_Phillips_(Earth-616),Gordon Phillips,https://static.wikia.nocookie.net/marveldatabase/images/5/5f/Gordon_Phillips_%28Earth-616%29_from_X-Treme_X-Men_Vol_1_3.png,
4521,/wiki/Goth_(Earth-616),Goth,https://static.wikia.nocookie.net/marveldatabase/images/6/6b/Goth_%28Earth-616%29_from_X-Men_Vol_2_104_01.png,Goth
4522,/wiki/G%C3%BCnter_Gross_(Earth-616),Günter Gross,https://static.wikia.nocookie.net/marveldatabase/images/a/a7/G%C3%BCnter_Gross_%28Earth-616%29_from_X-Statix_Vol_1_13.png,Wall
4523,/wiki/Haakun_(Earth-616),Haakun,https://static.wikia.nocookie.net/marveldatabase/images/2/28/Haakun_%28Earth-616%29_from_Journey_Into_Mystery_Vol_1_114_0001.jpg,Haakun the Hunter
4524,/wiki/Hal_(Warpies)_(Earth-616),Hal (Warpies),https://static.wikia.nocookie.net/marveldatabase/images/3/33/Hal_%28Earth-616%29_from_Captain_Britain_Vol_2_13_0001.png,Hal
4525,/wiki/Harry_Soong_(Earth-616),Harry Soong,https://static.wikia.nocookie.net/marveldatabase/images/9/9f/Harry_Soong_%28Earth-616%29_from_Fantastic_Four_Vol_3_12_0001.jpg,
4526,/wiki/Helen_Langley_(Earth-616),Helen Langley,https://static.wikia.nocookie.net/marveldatabase/images/7/70/Helen_Langley_%28Earth-616%29_from_Tales_of_Suspense_Vol_1_15_0001.jpg,
4527,/wiki/Hercules_(CSA)_(Earth-616),Hercules (CSA),https://static.wikia.nocookie.net/marveldatabase/images/a/a8/Hercules_%28CSA%29_%28Earth-616%29_from_Civil_War_Vol_1_6_001.jpg,Hercules
4528,/wiki/Honir_(Earth-616),Honir,https://static.wikia.nocookie.net/marveldatabase/images/b/b5/Honir_%28Asgard%29_%28Earth-616%29_from_Journey_Into_Mystery_Vol_1_106_0001.png,Honir the Hunter
4529,/wiki/Hubie_Edge_(Earth-616),Hubie Edge,https://static.wikia.nocookie.net/marveldatabase/images/a/a3/Hubie_Edge_%28Earth-616_from_Generation_M_Vol_1_2.png,Roach
4530,/wiki/Imbolc_(Earth-616),Imbolc,https://static.wikia.nocookie.net/marveldatabase/images/c/cf/Imbolc_%28Earth-616%29_from_X-Men_Legends_Vol_1_5_001.jpg,Imbolc
4531,/wiki/Jacqueline_Tavarez_(Earth-616),Jacqueline Tavarez,https://static.wikia.nocookie.net/marveldatabase/images/d/d9/Jacqueline_Tavarez_%28Earth-616%29_from_Nightcat_Vol_1_1_cover.jpg,Nightcat
4532,/wiki/Jacques_Moreau_(Earth-616),Jacques Moreau,https://static.wikia.nocookie.net/marveldatabase/images/6/63/Jacques_Moreau_%28Earth-616%29_from_X-Men_Alpha_Flight_Vol_1_1_001.png,
4533,/wiki/Jason_Berg_(Earth-616),Jason Berg,https://static.wikia.nocookie.net/marveldatabase/images/3/3f/Jason_Berg_%28Earth-616%29_from_Sensational_She-Hulk_Vol_1_16_0001.jpg,
4534,/wiki/Jason_Stryker_(Earth-616),Jason Stryker,https://static.wikia.nocookie.net/marveldatabase/images/c/c3/Jason_Stryker_%28Earth-616%29_from_All-New_X-Men_Vol_1_21_0001.jpg,
4535,/wiki/Jelby_(Earth-616),Jelby,https://static.wikia.nocookie.net/marveldatabase/images/e/ed/Jelby_%28Earth-616%29_from_Deadpool_Vol_8_6_001.jpg,Jelby
4536,/wiki/Jill_(Mutant)_(Earth-616),Jill (Mutant),https://static.wikia.nocookie.net/marveldatabase/images/8/84/Jill_%28Earth-616%29_from_Marvel_Graphic_Novel_Vol_1_5.png,
4537,/wiki/John_Richards_(Earth-616),John Richards,https://static.wikia.nocookie.net/marveldatabase/images/d/d8/John_Richards_%28Earth-616%29_from_4_Vol_1_4_001.png,
4538,/wiki/John_Thomas_(Earth-616),John Thomas,https://static.wikia.nocookie.net/marveldatabase/images/e/e4/John_Thomas_%28Earth-616%29_from_X-Men_Vol_1_17_001.png,Dr. Thomas
4539,/wiki/John_Warren_(Earth-616),John Warren,https://static.wikia.nocookie.net/marveldatabase/images/7/78/John_Warren_%28Earth-616%29_from_Journey_Into_Mystery_Vol_1_57_0001.jpg,
4540,/wiki/Jomo_Kimane_(Earth-616),Jomo Kimane,https://static.wikia.nocookie.net/marveldatabase/images/b/b7/Jomo_Kimane_%28Earth-616%29_from_Fantastic_Four_Vol_3_12.png,
4541,/wiki/Kabar_Brashir_(Earth-616),Kabar Brashir,https://static.wikia.nocookie.net/marveldatabase/images/e/e2/Kabar_Brashir_%28Earth-616%29_X_Men_Apocalypse_vs_Dracula_Vol_1_2_001.jpg,
4542,/wiki/Kamala_Khan_(Temporal_Paradox)_(Earth-616),Kamala Khan (Temporal Paradox),https://static.wikia.nocookie.net/marveldatabase/images/1/15/Avengers_Back_to_Basics_Vol_1_5_Textless.jpg,Ms. Marvel
4543,/wiki/Kara_Bohusk_(Earth-616),Kara Bohusk,https://static.wikia.nocookie.net/marveldatabase/images/2/2a/Barnell_Bohusk_%28Earth-616%29_and_Family_from_New_Mutants_Vol_4_3_001.jpg,
4544,/wiki/Katyusha_(Anya)_(Earth-616),Katyusha (Anya),https://static.wikia.nocookie.net/marveldatabase/images/a/a0/Katyusha_%28Anya%29_%28Earth-616%29_from_Marvel_The_Lost_Generation_Vol_1_7_0001.jpg,Katyusha
4545,/wiki/Killyu_(Earth-616),Killyu,https://static.wikia.nocookie.net/marveldatabase/images/f/fe/Killyu_%28Earth-616%29_from_Amazing_Spider-Man_Extra%21_Vol_1_3_0001.jpg,
4546,/wiki/Kimberly_Schau_(Earth-616),Kimberly Schau,https://static.wikia.nocookie.net/marveldatabase/images/c/c5/Kimberly_Schau_%28Earth-616%29_from_Mutant_Misadventures_of_Cloak_and_Dagger_Vol_1_10_001.jpg,Dazzler
4547,/wiki/Kingdom_(Earth-616),Kingdom,https://static.wikia.nocookie.net/marveldatabase/images/7/77/Kingdom_%28Earth-616%29_from_Avengers_Vol_5_10_001.jpg,Kingdom
4548,/wiki/Kludge_(Earth-616),Kludge,https://static.wikia.nocookie.net/marveldatabase/images/1/19/Kludge_%28Earth-616%29_from_Uncanny_Inhumans_Annual_Vol_1_1_001.jpg,Kludge
4549,/wiki/Kurani_(Earth-616),Kurani,https://static.wikia.nocookie.net/marveldatabase/images/8/84/Kurani_%28Earth-616%29_from_Silent_War_Vol_1_1.png,
4550,/wiki/Laser-Fist_(Earth-616),Laser-Fist,https://static.wikia.nocookie.net/marveldatabase/images/7/77/Laser-Fist_%28Earth-616%29_from_Young_X-Men_Vol_1_9_0001.jpg,Laser-Fist
4551,/wiki/Latonya_Jefferson_(Earth-616),Latonya Jefferson,https://static.wikia.nocookie.net/marveldatabase/images/a/a2/Latonya_Jefferson_%28Earth-616%29_from_Generation_M_Vol_1_1.png,
4552,/wiki/Lemuel_Sullivan_(Earth-616),Lemuel Sullivan,https://static.wikia.nocookie.net/marveldatabase/images/a/ad/Lemuel_Sullivan_%28Earth-616%29_from_Mutant_Misadventures_of_Cloak_and_Dagger_Vol_1_10_001.jpg,Wall
4553,/wiki/Lexi_(Earth-616),Lexi,https://static.wikia.nocookie.net/marveldatabase/images/e/eb/Lexi_%28Earth-616%29_from_New_Mutants_Vol_1_30_02.png,Lexi
4554,/wiki/Lughnasa_(Earth-616),Lughnasa,https://static.wikia.nocookie.net/marveldatabase/images/f/f9/Lughnasa_%28Earth-616%29_by_Todd_Nauck.jpeg,Lughnasa
4555,/wiki/Madam_Worm_(Earth-616),Madam Worm,https://static.wikia.nocookie.net/marveldatabase/images/e/ec/Madam_Worm_%28Earth-616%29_from_Winter_Soldier_The_Bitter_March_Vol_1_1.NOW_0001.png,Madam Worm
4556,/wiki/Mander_(Earth-616),Mander,https://static.wikia.nocookie.net/marveldatabase/images/9/9b/Mander_%28Earth-616%29_from_Inhumans_Once_and_Future_Kings_Vol_1_3_001.jpg,
4557,/wiki/Mark_Langley_(Earth-616),Mark Langley,https://static.wikia.nocookie.net/marveldatabase/images/d/d6/Mark_Langley_%28Earth-616%29_from_Tales_of_Suspense_Vol_1_15_0001.jpg,
4558,/wiki/Markos_Argyros_(Earth-616),Markos Argyros,https://static.wikia.nocookie.net/marveldatabase/images/b/b9/Markos_Argyros_%28Earth-616%29_from_New_Mutants_Vol_4_16_001.jpg,
4559,/wiki/Matt_Coris_(Earth-616),Matt Coris,https://static.wikia.nocookie.net/marveldatabase/images/3/3a/Matt_Coris_%28Earth-616%29_from_Mutant_Misadventures_of_Cloak_and_Dagger_Vol_1_10_001.jpg,Psylocke
4560,/wiki/Matt_Travers_(Earth-616),Matt Travers,https://static.wikia.nocookie.net/marveldatabase/images/e/e8/Matt_Travers_%28Earth-616%29_from_Die-Cut_vs_G-Force_Vol_1_2_0001.jpg,
4561,/wiki/Mayer_(Earth-616),Mayer,,Dr. Mayer
4562,/wiki/Mechamage_(Earth-616),Mechamage,https://static.wikia.nocookie.net/marveldatabase/images/b/b9/Mechamage_%28Earth-616%29_from_Fantastic_Four_Annual_Vol_1_1999_001.jpg,Mechamage
4563,/wiki/Medea_(Earth-616),Medea,https://static.wikia.nocookie.net/marveldatabase/images/1/14/Spider-Man_2099_Vol_3_18_Textless.jpg,
4564,/wiki/Mehemet_Faoul_(Earth-616),Mehemet Faoul,https://static.wikia.nocookie.net/marveldatabase/images/4/41/Mehemet_Faoul_%28Earth-616%29_from_Gamer%27s_Handbook_of_the_Marvel_Universe_Vol_1_8_0001.jpg,Scarlet Scarab
4565,/wiki/Melvin_Burns_(Earth-616),Melvin Burns,https://static.wikia.nocookie.net/marveldatabase/images/0/0b/Melvin_Burns_%28Earth-616%29_from_Amazing_Adult_Fantasy_Vol_1_12_001.png,
4566,/wiki/Michael_Kramer_(Earth-616),Michael Kramer,https://static.wikia.nocookie.net/marveldatabase/images/0/04/Michael_Kramer_%28Earth-616%29_from_Spider-Woman_Vol_1_42_0001.jpg,Judas Man
4567,/wiki/Michael_Nowlan_(Earth-616),Michael Nowlan,https://static.wikia.nocookie.net/marveldatabase/images/1/1b/Michael_Nowlan_%28Earth-616%29_from_X-Factor_Vol_1_6.png,
4568,/wiki/Mighty_Oak_(Earth-616),Mighty Oak,https://static.wikia.nocookie.net/marveldatabase/images/8/8b/Strange_Tales_Vol_1_100_015.jpg,Mighty Oak
4569,/wiki/Mikula_Golubev_(Earth-616),Mikula Golubev,https://static.wikia.nocookie.net/marveldatabase/images/a/a7/Mikula_Golubev_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_2.png,
4570,/wiki/Montgomery_Walsh_(Earth-616),Montgomery Walsh,https://static.wikia.nocookie.net/marveldatabase/images/a/a8/Montgomery_Walsh_%28Earth-616%29_from_Marvel_Spotlight_Vol_2_11_001.jpg,Monty Walsh
4571,/wiki/Mora_(Earth-616),Mora,https://static.wikia.nocookie.net/marveldatabase/images/b/bf/Mora_%28Earth-616%29_from_Inhumans_Vol_3_1_001.jpg,
4572,/wiki/Morduk_(Earth-616),Morduk,https://static.wikia.nocookie.net/marveldatabase/images/6/6d/Morduk_%28Earth-616%29_from_Journey_Into_Mystery_Vol_1_117_001.png,
4573,/wiki/Morrat_(Earth-616),Morrat,https://static.wikia.nocookie.net/marveldatabase/images/b/bc/Morrat_%28Earth-616%29_from_Fantastic_Four_Vol_1_37_001.jpg,
4574,/wiki/Morton_Clegstead_(Earth-616),Morton Clegstead,https://static.wikia.nocookie.net/marveldatabase/images/9/9a/Morton_Clegstead_%28Earth-616%29_from_Incredible_Hulk_Vol_1_151_002.jpg,Crawling Unknown
4575,/wiki/Mother_Inferior_(Earth-616),Mother Inferior,https://static.wikia.nocookie.net/marveldatabase/images/8/85/Mother_Inferior_%28Earth-616%29_from_Web_of_Spider-Man_Vol_1_77_001.png,Mother Inferior
4576,/wiki/Ms._Chloe_(Earth-616),Ms. Chloe,https://static.wikia.nocookie.net/marveldatabase/images/f/f8/Ms._Chloe_%28Earth-616%29_from_Unbeatable_Squirrel_Girl_Vol_2_36_001.jpg,
4577,/wiki/Mustard_(Warpies)_(Earth-616),Mustard (Warpies),https://static.wikia.nocookie.net/marveldatabase/images/e/e6/Mustard_%28Warpies%29_Earth-616_01_from_Excalibur_Vol_1_62_0001.jpg,Mustard
4578,/wiki/Nadar_(Earth-616),Nadar,https://static.wikia.nocookie.net/marveldatabase/images/5/56/Nadar_%28Earth-616%29_from_Marvel_Two-In-One_Vol_1_71_0001.jpg,
4579,/wiki/Nallo_(Earth-616),Nallo,https://static.wikia.nocookie.net/marveldatabase/images/b/bc/Nallo_%28Earth-616%29_from_Inhumans_Vol_4_1.PNG,
4580,/wiki/Nick_Rodriguez_(Earth-616),Nick Rodriguez,https://static.wikia.nocookie.net/marveldatabase/images/2/21/Nick_Rodriguez_%28Earth-616%29_from_X-Men_Alpha_Flight_Vol_1_1_001.png,Pathfinder
4581,/wiki/Nigel_Carruthers_(Earth-616),Nigel Carruthers,https://static.wikia.nocookie.net/marveldatabase/images/c/ce/Nigel_Carruthers_%28Earth-616%29_from_Silver_Surfer_Vol_1_12.jpg,Warlock Prime
4582,/wiki/Nightfall_(Earth-616),Nightfall,https://static.wikia.nocookie.net/marveldatabase/images/8/83/Nightfall_%28Earth-616%29_from_New_Warriors_Vol_5_7_001.jpg,Nightfall
4583,/wiki/Noto_(Earth-616),Noto,https://static.wikia.nocookie.net/marveldatabase/images/2/23/Noto_%28Earth-616%29_from_Strange_Tales_Vol_1_115_001.png,Dr. Noto
4584,/wiki/Oboroth_(Earth-616),Oboroth,https://static.wikia.nocookie.net/marveldatabase/images/9/98/Oboroth_%28Earth-616%29_from_Uncanny_X-Men_First_Class_Vol_1_1_0001.png,
4585,/wiki/Passcode_(Earth-616),Passcode,https://static.wikia.nocookie.net/marveldatabase/images/e/e6/Passcode_%28Earth-616%29_from_All-New_Inhumans_Vol_1_10_002.png,Passcode
4586,/wiki/Phobos_(Earth-616),Phobos,https://static.wikia.nocookie.net/marveldatabase/images/0/0e/Phobos_%28Earth-616%29_from_Doctor_Strange%2C_Sorcerer_Supreme_Vol_1_39_0001.jpg,Phobos
4587,/wiki/Prism_(Majesdanian)_(Earth-616),Prism (Majesdanian),https://static.wikia.nocookie.net/marveldatabase/images/6/6c/Prism_%28Majesdanian%29_%28Earth-616%29_from_Guardians_of_the_Galaxy_Vol_4_5_001.jpg,Prism
4588,/wiki/Professor_Crater_(Earth-616),Professor Crater,https://static.wikia.nocookie.net/marveldatabase/images/4/4c/Prof._Crater_%28Earth-616%29_from_Amazing_Adult_Fantasy_Vol_1_7_001.png,
4589,/wiki/Quelin_(Earth-616),Quelin,https://static.wikia.nocookie.net/marveldatabase/images/a/af/Quelin_%28Earth-616%29_from_Women_of_Marvel_Vol_1_1_001.jpg,
4590,/wiki/Raptore_(Earth-616),Raptore,https://static.wikia.nocookie.net/marveldatabase/images/8/8d/Raptore_%28Earth-616%29_from_Marvel_Comics_Presents_Vol_2_7_001.jpg,Raptore
4591,/wiki/Ray_(Gladiators)_(Earth-616),Ray (Gladiators),https://static.wikia.nocookie.net/marveldatabase/images/8/85/Ray_%28Earth-616%29_from_New_Mutants_Vol_1_29_02.png,
4592,/wiki/Renata_Da_Lima_(Earth-616),Renata Da Lima,https://static.wikia.nocookie.net/marveldatabase/images/d/de/Renata_Da_Lima_%28Earth-616%29_from_Muties_Vol_1_4.jpg,Bouncer
4593,/wiki/Richard_Bloom_(Earth-616),Richard Bloom,https://static.wikia.nocookie.net/marveldatabase/images/a/a7/Richard_Bloom_%28Earth-616%29_from_Deathlok_Annual_Vol_2_2_001.jpg,Tracer
4594,/wiki/Rocco_Rank_(Earth-616),Rocco Rank,https://static.wikia.nocookie.net/marveldatabase/images/8/86/Rocco_Rank_%28Earth-616%29_from_Amazing_Fantasy_Vol_1_1000_001.jpg,
4595,/wiki/Ryan_Laporto_(Earth-616),Ryan Laporto,https://static.wikia.nocookie.net/marveldatabase/images/5/5a/Ryan_Laporto_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A-Z_Update_Vol_1_2_001.jpg,Wolverine
4596,/wiki/Samhain_(Mutant)_(Earth-616),Samhain (Mutant),https://static.wikia.nocookie.net/marveldatabase/images/e/e3/Samhain_%28Earth-616%29_by_Todd_Nauck.jpeg,Samhain
4597,/wiki/San%27s_Father_(Earth-616),San's Father,https://static.wikia.nocookie.net/marveldatabase/images/d/d0/San%27s_Father_%28Earth-616%29_from_Inhumans_Vol_4_1_001.jpg,San's Father
4598,/wiki/Sean_Benard_(Earth-616),Sean Benard,https://static.wikia.nocookie.net/marveldatabase/images/f/fe/Sean_Benard_%28Earth-616%29_from_Alpha_Flight_Special_Vol_2_1_0001.jpg,
4599,/wiki/Sedna_(Earth-616),Sedna,https://static.wikia.nocookie.net/marveldatabase/images/f/ff/Sedna_%28Earth-616%29_from_Thor_Vol_2_3_001.jpg,
4600,/wiki/Sen-Yu_(Earth-616),Sen-Yu,https://static.wikia.nocookie.net/marveldatabase/images/8/81/Sen-Yu_%28Earth-616%29_from_Strange_Tales_Vol_1_130_001.png,
