id,parent,child
09112,Americans,/wiki/Emily_Lyman_(Earth-616)
09113,Empire State University Student,/wiki/Emily_Lyman_(Earth-616)
09114,Chris Claremont/Creator,/wiki/Annie_Richardson_(Earth-616)
09115,Americans,/wiki/Annie_Richardson_(Earth-616)
09116,Defenders (Earth-616)/Members,/wiki/Carlo_Zota_(Masked_Raider)_(Earth-616)
09117,Cosmic Awareness,/wiki/Carlo_Zota_(Masked_Raider)_(Earth-616)
09118,Mutates,/wiki/Carter_Dyam_(Earth-616)
09119,Invulnerability,/wiki/Carter_Dyam_(Earth-616)
09120,Magicians,/wiki/Casey_Kinmont_(Earth-616)
09121,Americans,/wiki/Casey_Kinmont_(Earth-616)
09122,Hydra (Earth-616)/Members,/wiki/Cassandra_Romulus_(Earth-616)
09123,Mutates,/wiki/Cassandra_Romulus_(Earth-616)
09124,Mutates,/wiki/Cecilia_Cardinale_(Earth-616)
09125,Flight,/wiki/Cecilia_Cardinale_(Earth-616)
09126,Mutates,/wiki/Chadoe_(Earth-616)
09127,Magicians,/wiki/Chadoe_(Earth-616)
09128,Americans,/wiki/Charles_Benton_(Earth-616)
09129,Magicians,/wiki/Charles_Benton_(Earth-616)
09130,Steve Ditko/Creator,/wiki/Cindy_Adams_(Earth-616)
09131,Americans,/wiki/Cindy_Adams_(Earth-616)
09132,Super-Soldiers,/wiki/Clinton_McIntyre_(Earth-616)
09133,Americans,/wiki/Clinton_McIntyre_(Earth-616)
09134,Sinister Six (Earth-616)/Members,/wiki/Clown_(Franklin)_(Earth-616)
09135,Americans,/wiki/Clown_(Franklin)_(Earth-616)
09136,Mutates,/wiki/Damon_Dran_(Earth-616)
09137,Americans,/wiki/Damon_Dran_(Earth-616)
09138,Chris Claremont/Creator,/wiki/David_Ishima_(Earth-616)
09139,Americans,/wiki/David_Ishima_(Earth-616)
09140,Mutates,/wiki/Dellig_(Earth-616)
09141,Size Alteration,/wiki/Dellig_(Earth-616)
09142,Mutates,/wiki/Edward_Cobert_(Earth-616)
09143,Americans,/wiki/Edward_Cobert_(Earth-616)
09144,Americans,/wiki/Ellen_King_(Earth-616)
09145,Homosexual Characters,/wiki/Ellen_King_(Earth-616)
09146,Heralds of Galactus (Earth-616)/Members,/wiki/Fallen_One_(Herald)_(Earth-616)
09147,Flight,/wiki/Fallen_One_(Herald)_(Earth-616)
09148,Hydra (Earth-616)/Members,/wiki/Harry_Hauser_(Earth-616)
09149,Americans,/wiki/Harry_Hauser_(Earth-616)
09150,Mutates,/wiki/Hector_Lennox_(Earth-616)
09151,Americans,/wiki/Hector_Lennox_(Earth-616)
09152,Chris Claremont/Creator,/wiki/Hobgoblin_(Imperial_Guard)_(Earth-616)
09153,Shapeshifters,/wiki/Hobgoblin_(Imperial_Guard)_(Earth-616)
09154,Vampires,/wiki/Inka_(Earth-616)
09155,Mind Control,/wiki/Inka_(Earth-616)
09156,Bisexual Characters,/wiki/Inka_(Earth-616)
09157,Mutants (Homo superior),/wiki/Jack_Winters_(Earth-616)
09158,Americans,/wiki/Jack_Winters_(Earth-616)
09159,Mutants (Homo superior),/wiki/James_Madrox_(Fallen_Angels)_(Earth-616)
09160,Americans,/wiki/James_Madrox_(Fallen_Angels)_(Earth-616)
09161,Mutates,/wiki/Jerome_Johnson_(Earth-616)
09162,Americans,/wiki/Jerome_Johnson_(Earth-616)
09163,Stan Lee/Creator,/wiki/Jillian_Jerold_(Earth-616)
09164,Americans,/wiki/Jillian_Jerold_(Earth-616)
09165,Stan Lee/Creator,/wiki/Jun_Ching_(Earth-616)
09166,Jack Kirby/Creator,/wiki/Jun_Ching_(Earth-616)
09167,Brotherhood of Evil Mutants (Earth-616)/Members,/wiki/Kologoth_Antares_(Earth-616)
09168,Homosexual Characters,/wiki/Kologoth_Antares_(Earth-616)
09169,Olympians,/wiki/Kyknos_(Earth-616)
09170,Formerly Deceased,/wiki/Kyknos_(Earth-616)
09171,Stan Lee/Creator,/wiki/Larry_Scott_(Earth-616)
09172,Americans,/wiki/Larry_Scott_(Earth-616)
09173,Mutants (Homo superior),/wiki/Laura_Kinney_(Warp_World)_(Earth-616)
09174,Magicians,/wiki/Laura_Kinney_(Warp_World)_(Earth-616)
09175,Magicians,/wiki/Lotus_(Pride)_(Earth-616)
09176,Americans,/wiki/Lotus_(Pride)_(Earth-616)
09177,Energy Form,/wiki/Machan_(Earth-616)
09178,Possession,/wiki/Machan_(Earth-616)
09179,Chris Claremont/Creator,/wiki/Marie_D%27Ancanto_(Earth-616)
09180,Americans,/wiki/Marie_D%27Ancanto_(Earth-616)
09181,Mutates,/wiki/Morris_Maxwell_(Earth-616)
09182,Americans,/wiki/Morris_Maxwell_(Earth-616)
09183,Mutants (Homo superior),/wiki/Mudbug_(Earth-616)
09184,Americans,/wiki/Mudbug_(Earth-616)
09185,Magicians,/wiki/Owayodata_(Earth-616)
09186,Shapeshifters,/wiki/Owayodata_(Earth-616)
09187,Steve Ditko/Creator,/wiki/Pamela_Quinn_(Earth-616)
09188,Americans,/wiki/Pamela_Quinn_(Earth-616)
09189,Mutants (Homo superior),/wiki/Rayna_Piper_(Earth-616)
09190,Flight,/wiki/Rayna_Piper_(Earth-616)
09191,Heralds of Galactus (Earth-616)/Members,/wiki/Red_Shift_(Earth-616)
09192,Power Cosmic,/wiki/Red_Shift_(Earth-616)
09193,Mutants (Homo superior),/wiki/Seamus_Mellencamp_(Earth-616)
09194,Formerly Deceased,/wiki/Seamus_Mellencamp_(Earth-616)
09195,Stan Lee/Creator,/wiki/Ted_Trent_(Earth-616)
09196,Americans,/wiki/Ted_Trent_(Earth-616)
09197,Stan Lee/Creator,/wiki/Thakos_(Earth-616)
09198,Jack Kirby/Creator,/wiki/Thakos_(Earth-616)
09199,Hydra (Earth-616)/Members,/wiki/Violet_Pinkerton_(Earth-616)
09200,Americans,/wiki/Violet_Pinkerton_(Earth-616)
09201,Stan Lee/Creator,/wiki/Walter_Collins_(Earth-616)
09202,Americans,/wiki/Walter_Collins_(Earth-616)
09203,Alpha Flight (Earth-616)/Members,/wiki/Yukotujakzurjimozoata_(Earth-616)
09204,Telekinesis,/wiki/Yukotujakzurjimozoata_(Earth-616)
09205,Trackers,/wiki/Gog_(Mojoverse)
09206,Characters Displaced to Earth-616,/wiki/Gog_(Mojoverse)
09207,Americans,/wiki/Horace_Ledger_(Earth-616)
09208,Empire State University Student,/wiki/Horace_Ledger_(Earth-616)
09209,Americans,/wiki/Olaf_(USMC)_(Earth-616)
09210,Mercenaries,/wiki/Olaf_(USMC)_(Earth-616)
09211,Americans,/wiki/Pinch_(Earth-616)
09212,Mercenaries,/wiki/Pinch_(Earth-616)
09213,Americans,/wiki/Roger_Hochberg_(Earth-616)
09214,Empire State University Student,/wiki/Roger_Hochberg_(Earth-616)
09215,Mutants (Homo superior),/wiki/Jeffrey_Garrett_(Earth-616)
09216,Chris Claremont/Creator,/wiki/Jeffrey_Garrett_(Earth-616)
09217,Formerly Deceased,/wiki/Jeffrey_Garrett_(Earth-616)
09218,Americans,/wiki/Jeffrey_Garrett_(Earth-616)
09219,Intangibility,/wiki/Jeffrey_Garrett_(Earth-616)
09220,Invisibility,/wiki/Jeffrey_Garrett_(Earth-616)
09221,Terrigenesis,/wiki/Psynapse_(Earth-616)
09222,Mutates,/wiki/Psynapse_(Earth-616)
09223,Inhumans (Inhomo supremis),/wiki/Psynapse_(Earth-616)
09224,Chris Claremont/Creator,/wiki/Psynapse_(Earth-616)
09225,Astral Projection,/wiki/Psynapse_(Earth-616)
09226,Possession,/wiki/Psynapse_(Earth-616)
09227,Formerly Deceased,/wiki/Psynapse_(Earth-616)
09228,Terrigenesis,/wiki/Capo_(Earth-616)
09229,Mutates,/wiki/Capo_(Earth-616)
09230,Inhumans (Inhomo supremis),/wiki/Capo_(Earth-616)
09231,Energy Form,/wiki/Capo_(Earth-616)
09232,Possession,/wiki/Capo_(Earth-616)
09233,Flight,/wiki/Capo_(Earth-616)
09234,Council of Godheads (Earth-616)/Members,/wiki/Hadad_(Earth-616)
09235,Formerly Deceased,/wiki/Hadad_(Earth-616)
09236,Concussive Blasts,/wiki/Hadad_(Earth-616)
09237,Atmokinesis,/wiki/Hadad_(Earth-616)
09238,Possession,/wiki/Hadad_(Earth-616)
09239,Optic Blasts,/wiki/Hadad_(Earth-616)
09240,Asgardians of the Galaxy (Earth-616)/Members,/wiki/Ren_Kimura_(Earth-616)
09241,Terrigenesis,/wiki/Ren_Kimura_(Earth-616)
09242,Mutates,/wiki/Ren_Kimura_(Earth-616)
09243,Inhumans (Inhomo supremis),/wiki/Ren_Kimura_(Earth-616)
09244,Americans,/wiki/Ren_Kimura_(Earth-616)
09245,Homosexual Characters,/wiki/Ren_Kimura_(Earth-616)
09246,New Mutants (Earth-616)/Members,/wiki/Maxime_(Mutant)_(Earth-TRN727)
09247,Mutants (Homo superior),/wiki/Maxime_(Mutant)_(Earth-TRN727)
09248,Mind Control,/wiki/Maxime_(Mutant)_(Earth-TRN727)
09249,Twins,/wiki/Maxime_(Mutant)_(Earth-TRN727)
09250,Characters Displaced to Earth-616,/wiki/Maxime_(Mutant)_(Earth-TRN727)
09251,Mutants (Homo superior),/wiki/Edward_Tancredi_(Earth-616)
09252,Formerly Deceased,/wiki/Edward_Tancredi_(Earth-616)
09253,Americans,/wiki/Edward_Tancredi_(Earth-616)
09254,Flight,/wiki/Edward_Tancredi_(Earth-616)
09255,Mutants (Homo superior),/wiki/George_Blair_(Earth-616)
09256,Formerly Deceased,/wiki/George_Blair_(Earth-616)
09257,Mercenaries,/wiki/George_Blair_(Earth-616)
09258,Shapeshifters,/wiki/George_Blair_(Earth-616)
09259,Mutates,/wiki/Jakarra_(Earth-616)
09260,Jack Kirby/Creator,/wiki/Jakarra_(Earth-616)
09261,Acoustikinesis,/wiki/Jakarra_(Earth-616)
09262,Bulletproof,/wiki/Jakarra_(Earth-616)
09263,Mutants (Homo superior),/wiki/Black_Swan_(Earth-616)
09264,Mercenaries,/wiki/Black_Swan_(Earth-616)
09265,Telekinesis,/wiki/Black_Swan_(Earth-616)
09266,Gamma Ray Exposure,/wiki/Digger_(Vegas_Thirteen)_(Earth-616)
09267,Mutates,/wiki/Digger_(Vegas_Thirteen)_(Earth-616)
09268,Formerly Deceased,/wiki/Digger_(Vegas_Thirteen)_(Earth-616)
09269,Americans,/wiki/Digger_(Vegas_Thirteen)_(Earth-616)
09270,Americans,/wiki/Elena_Chavez_(Earth-616)
09271,Flight,/wiki/Elena_Chavez_(Earth-616)
09272,Invulnerability,/wiki/Elena_Chavez_(Earth-616)
09273,Homosexual Characters,/wiki/Elena_Chavez_(Earth-616)
09274,Mutants (Homo superior),/wiki/Gazer_(Earth-616)
09275,Americans,/wiki/Gazer_(Earth-616)
09276,Energy Absorption,/wiki/Gazer_(Earth-616)
09277,Optic Blasts,/wiki/Gazer_(Earth-616)
09278,Invaders (Earth-616)/Members,/wiki/Invader-1_(Earth-616)
09279,Flaming Body,/wiki/Invader-1_(Earth-616)
09280,Americans,/wiki/Invader-1_(Earth-616)
09281,Plasma Generation,/wiki/Invader-1_(Earth-616)
09282,Mutants (Homo superior),/wiki/Johnny_Dee_(Earth-616)
09283,Americans,/wiki/Johnny_Dee_(Earth-616)
09284,Possession,/wiki/Johnny_Dee_(Earth-616)
09285,Mutants (Homo superior),/wiki/Michael_Alicar_(Earth-616)
09286,Americans,/wiki/Michael_Alicar_(Earth-616)
09287,Concussive Blasts,/wiki/Michael_Alicar_(Earth-616)
09288,Force Field,/wiki/Michael_Alicar_(Earth-616)
09289,Mutants (Homo superior),/wiki/Miranda_Manuel_(Earth-616)
09290,Americans,/wiki/Miranda_Manuel_(Earth-616)
09291,Telepathic Immunity,/wiki/Miranda_Manuel_(Earth-616)
09292,Magicians,/wiki/Nathan_Dolly_(Earth-616)
09293,Stan Lee/Creator,/wiki/Nathan_Dolly_(Earth-616)
09294,Steve Ditko/Creator,/wiki/Nathan_Dolly_(Earth-616)
09295,Americans,/wiki/Nathan_Dolly_(Earth-616)
09296,Mutants (Homo superior),/wiki/Phatty_(Earth-616)
09297,Americans,/wiki/Phatty_(Earth-616)
09298,Shapeshifters,/wiki/Phatty_(Earth-616)
09299,Size Alteration,/wiki/Phatty_(Earth-616)
09300,Mutates,/wiki/Robert_Nicolle_(Earth-616)
09301,Americans,/wiki/Robert_Nicolle_(Earth-616)
09302,Flight,/wiki/Robert_Nicolle_(Earth-616)
09303,Energy Absorption,/wiki/Robert_Nicolle_(Earth-616)
09304,Americans,/wiki/Thomas_Bannion_(Earth-616)
09305,Mercenaries,/wiki/Thomas_Bannion_(Earth-616)
09306,Armor Users,/wiki/Thomas_Bannion_(Earth-616)
09307,Concussive Blasts,/wiki/Thomas_Bannion_(Earth-616)
09308,Mutants (Homo superior),/wiki/Uno_(X-Cellent)_(Earth-616)
09309,Americans,/wiki/Uno_(X-Cellent)_(Earth-616)
09310,Flight,/wiki/Uno_(X-Cellent)_(Earth-616)
09311,Optic Blasts,/wiki/Uno_(X-Cellent)_(Earth-616)
09312,Brotherhood of Evil Mutants (Earth-616)/Members,/wiki/Astra_(Mutant)_(Earth-616)
09313,Mutants (Homo superior),/wiki/Astra_(Mutant)_(Earth-616)
09314,Americans,/wiki/Billy_Buckskin_(Earth-616)
09315,Trackers,/wiki/Billy_Buckskin_(Earth-616)
09316,Equestrianism,/wiki/Billy_Buckskin_(Earth-616)
09317,Americans,/wiki/Bren_Waters_(Earth-616)
09318,Symbiotes-possessed,/wiki/Bren_Waters_(Earth-616)
09319,Shapeshifters,/wiki/Bren_Waters_(Earth-616)
09320,Terrigenesis,/wiki/Carthus_(Earth-616)
09321,Mutates,/wiki/Carthus_(Earth-616)
09322,Inhumans (Inhomo supremis),/wiki/Carthus_(Earth-616)
09323,Americans,/wiki/Daniel_Bannion_(Earth-616)
09324,Mercenaries,/wiki/Daniel_Bannion_(Earth-616)
09325,Armor Users,/wiki/Daniel_Bannion_(Earth-616)
09326,Mutants (Homo superior),/wiki/Devon_Alomar_(Earth-616)
09327,Possession,/wiki/Devon_Alomar_(Earth-616)
09328,Thunderbolts (Earth-616)/Members,/wiki/Eric_Conroy_(Earth-616)
09329,Mutates,/wiki/Eric_Conroy_(Earth-616)
09330,Americans,/wiki/Eric_Conroy_(Earth-616)
09331,Weapon X (Earth-616)/Members,/wiki/Gregory_Terraerton_(Earth-616)
09332,Canadians,/wiki/Gregory_Terraerton_(Earth-616)
09333,Mercenaries,/wiki/Gregory_Terraerton_(Earth-616)
09334,Kree,/wiki/Hala_Child_Nine_(Earth-616)
09335,Energy Form,/wiki/Hala_Child_Nine_(Earth-616)
09336,Mutants (Homo superior),/wiki/Halcyon_(Earth-616)
09337,Formerly Deceased,/wiki/Halcyon_(Earth-616)
09338,Americans,/wiki/Halcyon_(Earth-616)
09339,Olympians,/wiki/Helen_(Earth-616)
09340,Stan Lee/Creator,/wiki/Helen_(Earth-616)
09341,Mutants (Homo superior),/wiki/Hurt_John_(Earth-616)
09342,Americans,/wiki/Hurt_John_(Earth-616)
09343,Empaths,/wiki/Hurt_John_(Earth-616)
09344,Mutates,/wiki/Illarion_Pavlovich_Ramskov_(Earth-616)
09345,Concussive Blasts,/wiki/Illarion_Pavlovich_Ramskov_(Earth-616)
09346,Mutants (Homo superior),/wiki/Jeb_Lee_(Earth-616)
09347,Americans,/wiki/Jeb_Lee_(Earth-616)
09348,Acoustikinesis,/wiki/Jeb_Lee_(Earth-616)
09349,Americans,/wiki/Jennifer_Stewart_(Earth-616)
09350,Mercenaries,/wiki/Jennifer_Stewart_(Earth-616)
09351,Armor Users,/wiki/Jennifer_Stewart_(Earth-616)
09352,Mutants (Homo superior),/wiki/Jenny_Spiegel_(Earth-616)
09353,Americans,/wiki/Jenny_Spiegel_(Earth-616)
09354,Shapeshifters,/wiki/Jenny_Spiegel_(Earth-616)
09355,Stan Lee/Creator,/wiki/Kala_(Earth-616)
09356,Jack Kirby/Creator,/wiki/Kala_(Earth-616)
09357,Night Vision,/wiki/Kala_(Earth-616)
09358,Mutants (Homo superior),/wiki/Kris_Anderson_(Earth-616)
09359,Size Alteration,/wiki/Kris_Anderson_(Earth-616)
09360,Stan Lee/Creator,/wiki/Magrat_(Earth-616)
09361,Jack Kirby/Creator,/wiki/Magrat_(Earth-616)
09362,Great Lakes Avengers (Earth-616)/Members,/wiki/Monkey_Joe_(Earth-616)
09363,Steve Ditko/Creator,/wiki/Monkey_Joe_(Earth-616)
09364,Americans,/wiki/Monkey_Joe_(Earth-616)
09365,Androids,/wiki/MX39147_(Earth-616)
09366,Armor Users,/wiki/MX39147_(Earth-616)
09367,Mind Control,/wiki/MX39147_(Earth-616)
09368,Americans,/wiki/Naomi_Kale_(Earth-616)
09369,Flaming Body,/wiki/Naomi_Kale_(Earth-616)
09370,Spirits of Vengeance (Earth-616)/Members,/wiki/Naomi_Kale_(Earth-616)
09371,Stan Lee/Creator,/wiki/Orikal_(Earth-616)
09372,Jack Kirby/Creator,/wiki/Orikal_(Earth-616)
09373,Energy Form,/wiki/Orikal_(Earth-616)
09374,Mutants (Homo superior),/wiki/Rafael_Carago_(Earth-616)
09375,Americans,/wiki/Rafael_Carago_(Earth-616)
09376,Size Alteration,/wiki/Rafael_Carago_(Earth-616)
09377,Mutants (Homo superior),/wiki/Sanjar_Javeed_(Earth-616)
09378,Formerly Deceased,/wiki/Sanjar_Javeed_(Earth-616)
09379,Wallcrawling,/wiki/Scorn_(Symbiote)_(Earth-616)
09380,Trackers,/wiki/Scorn_(Symbiote)_(Earth-616)
09381,Web-Slinging,/wiki/Scorn_(Symbiote)_(Earth-616)
09382,Stan Lee/Creator,/wiki/Sharon_Xavier_(Earth-616)
09383,Jack Kirby/Creator,/wiki/Sharon_Xavier_(Earth-616)
09384,Americans,/wiki/Sharon_Xavier_(Earth-616)
09385,Mutants (Homo superior),/wiki/Tatiana_Caban_(Earth-616)
09386,Americans,/wiki/Tatiana_Caban_(Earth-616)
09387,Shapeshifters,/wiki/Tatiana_Caban_(Earth-616)
09388,Invisibility,/wiki/Thetis_(Earth-616)
09389,Flight,/wiki/Thetis_(Earth-616)
09390,Mutants (Homo superior),/wiki/Trista_(Earth-616)
09391,Americans,/wiki/Trista_(Earth-616)
09392,Hypnosis,/wiki/Trista_(Earth-616)
09393,Non-Binary Characters,/wiki/Valentine_Vuong_(Earth-616)
09394,Mutants (Homo superior),/wiki/Valentine_Vuong_(Earth-616)
09395,Americans,/wiki/Valentine_Vuong_(Earth-616)
09396,Mutates,/wiki/Voorr_(Earth-616)
09397,Force Field,/wiki/Voorr_(Earth-616)
09398,Flight,/wiki/Voorr_(Earth-616)
09399,Mutants (Homo superior),/wiki/Eimin_(Earth-616)
09400,Twins,/wiki/Eimin_(Earth-616)
09401,Magicians,/wiki/Eva_Quintero_(Earth-616)
09402,Twins,/wiki/Eva_Quintero_(Earth-616)
09403,Americans,/wiki/Abigail_Dunton_(Earth-616)
09404,Empaths,/wiki/Abigail_Dunton_(Earth-616)
09405,Formerly Deceased,/wiki/Abigail_Mercury_(Earth-616)
09406,Americans,/wiki/Abigail_Mercury_(Earth-616)
09407,Chris Claremont/Creator,/wiki/Alice_Tremaine_(Earth-616)
09408,Americans,/wiki/Alice_Tremaine_(Earth-616)
09409,Mutants (Homo superior),/wiki/Armena_Ortega_(Earth-616)
09410,Americans,/wiki/Armena_Ortega_(Earth-616)
09411,Americans,/wiki/Bentley_Newton_(Earth-616)
09412,Formerly Deceased,/wiki/Bentley_Newton_(Earth-616)
09413,Mutates,/wiki/Billy_Turner_(Earth-616)
09414,Americans,/wiki/Billy_Turner_(Earth-616)
09415,Stan Lee/Creator,/wiki/Brian_Muldoon_(Earth-616)
09416,Americans,/wiki/Brian_Muldoon_(Earth-616)
09417,Stan Lee/Creator,/wiki/Captain_Barracuda_(Earth-616)
09418,Jack Kirby/Creator,/wiki/Captain_Barracuda_(Earth-616)
09419,Hydra (Earth-616)/Members,/wiki/Commander_Kraken_(Earth-616)
09420,Flight,/wiki/Commander_Kraken_(Earth-616)
09421,Mutants (Homo superior),/wiki/Darren_Mitchell_(Earth-616)
09422,Americans,/wiki/Darren_Mitchell_(Earth-616)
09423,Chris Claremont/Creator,/wiki/Elizabeth_Guthrie_(Earth-616)
09424,Americans,/wiki/Elizabeth_Guthrie_(Earth-616)
09425,Americans,/wiki/Erica_Fortune_(Earth-616)
09426,Telekinesis,/wiki/Erica_Fortune_(Earth-616)
09427,Mutates,/wiki/Frank_Moore_(Earth-616)
09428,Americans,/wiki/Frank_Moore_(Earth-616)
09429,Mutants (Homo superior),/wiki/Hawkshaw_(Earth-616)
09430,Chris Claremont/Creator,/wiki/Hawkshaw_(Earth-616)
09431,Inhumans (Inhomo supremis),/wiki/Jailer_(Inhuman)_(Earth-616)
09432,Possession,/wiki/Jailer_(Inhuman)_(Earth-616)
09433,Americans,/wiki/Jasmine_(Parker_Industries)_(Earth-616)
09434,Homosexual Characters,/wiki/Jasmine_(Parker_Industries)_(Earth-616)
09435,Eternals (Homo immortalis),/wiki/Joey_Eliot_(Earth-616)
09436,Americans,/wiki/Joey_Eliot_(Earth-616)
09437,Mutants (Homo superior),/wiki/John_Maddox_(Earth-616)
09438,Americans,/wiki/John_Maddox_(Earth-616)
09439,Stan Lee/Creator,/wiki/Joost_van_Straaten_(Earth-616)
09440,Intangibility,/wiki/Joost_van_Straaten_(Earth-616)
09441,Chris Claremont/Creator,"/wiki/Joseph_Danvers,_Jr._(Earth-616)"
09442,Americans,"/wiki/Joseph_Danvers,_Jr._(Earth-616)"
09443,Americans,/wiki/Joseph_Threetrees_(Earth-616)
09444,Magicians,/wiki/Joseph_Threetrees_(Earth-616)
09445,Americans,/wiki/Kestrel_(Earth-616)
09446,Homosexual Characters,/wiki/Kestrel_(Earth-616)
09447,Americans,/wiki/Kyllian_Boddicker_(Earth-616)
09448,Magicians,/wiki/Kyllian_Boddicker_(Earth-616)
09449,Weapon X (Earth-616)/Members,/wiki/Martin_Sutter_(Earth-616)
09450,Americans,/wiki/Martin_Sutter_(Earth-616)
09451,Chris Claremont/Creator,/wiki/Neal_Conan_(Earth-616)
09452,Americans,/wiki/Neal_Conan_(Earth-616)
09453,Historical Figures,/wiki/Neal_Conan_(Earth-616)
09454,Jack Kirby/Creator,/wiki/Oliver_Broadhurst_(Earth-616)
09455,Americans,/wiki/Oliver_Broadhurst_(Earth-616)
09456,Americans,/wiki/Oliver_Osnick_(Earth-616)
09457,Armor Users,/wiki/Oliver_Osnick_(Earth-616)
09458,Terrigenesis,/wiki/Phobius_(Earth-616)
09459,Mutates,/wiki/Phobius_(Earth-616)
09460,Stan Lee/Creator,/wiki/Precious_(Earth-616)
09461,Steve Ditko/Creator,/wiki/Precious_(Earth-616)
09462,Armor Users,/wiki/Prime_Director_(Earth-616)
09463,Mind Control,/wiki/Prime_Director_(Earth-616)
09464,Mutants (Homo superior),/wiki/Punchout_(Earth-616)
09465,Chris Claremont/Creator,/wiki/Punchout_(Earth-616)
09466,Stan Lee/Creator,/wiki/Qnax_(Earth-616)
09467,Jack Kirby/Creator,/wiki/Qnax_(Earth-616)
09468,Jack Kirby/Creator,/wiki/Roy_Thomas_(Earth-616)
09469,Americans,/wiki/Roy_Thomas_(Earth-616)
09470,Historical Figures,/wiki/Roy_Thomas_(Earth-616)
09471,Mutants (Homo superior),/wiki/Russell_(Inferno_Baby)_(Earth-616)
09472,Americans,/wiki/Russell_(Inferno_Baby)_(Earth-616)
09473,Chris Claremont/Creator,/wiki/Sabrina_Morrel_(Earth-616)
09474,Americans,/wiki/Sabrina_Morrel_(Earth-616)
09475,Mutates,/wiki/Sara_Ehret_(Earth-616)
09476,Americans,/wiki/Sara_Ehret_(Earth-616)
09477,Americans,/wiki/Sasha_Martin_(Earth-616)
09478,Armor Users,/wiki/Sasha_Martin_(Earth-616)
09479,Stan Lee/Creator,/wiki/Spencer_Michael_Collins_(Earth-616)
09480,Americans,/wiki/Spencer_Michael_Collins_(Earth-616)
09481,Stan Lee/Creator,/wiki/Spragg_(Earth-616)
09482,Jack Kirby/Creator,/wiki/Spragg_(Earth-616)
09483,Chris Claremont/Creator,/wiki/Steven_Danvers_(Earth-616)
09484,Americans,/wiki/Steven_Danvers_(Earth-616)
09485,Zoopathy,/wiki/Straw_Man_(Earth-616)
09486,Atmokinesis,/wiki/Straw_Man_(Earth-616)
09487,Mutates,/wiki/Tenfingers_(Earth-616)
09488,Formerly Deceased,/wiki/Tenfingers_(Earth-616)
09489,Americans,/wiki/Valerie_Barnhardt_(Earth-616)
09490,Armor Users,/wiki/Valerie_Barnhardt_(Earth-616)
09491,Shapeshifters,/wiki/Volx_(Earth-616)
09492,Magicians,/wiki/Volx_(Earth-616)
09493,Jim Starlin/Creator,/wiki/Yvette_Douglas_(Earth-616)
09494,Americans,/wiki/Yvette_Douglas_(Earth-616)
09495,Shapeshifters,/wiki/Anna_Maria_Marconi_(A.I.)_(Earth-928)
09496,Characters Displaced to Earth-616,/wiki/Anna_Maria_Marconi_(A.I.)_(Earth-928)
09497,Magicians,/wiki/Nathaniel_Richards_(Mister_Gryphon)_(Earth-6311)
09498,Characters Displaced to Earth-616,/wiki/Nathaniel_Richards_(Mister_Gryphon)_(Earth-6311)
09499,Mercenaries,/wiki/Ikari_(Earth-616)
09500,Chi Manipulation,/wiki/Ikari_(Earth-616)
09501,Mercenaries,/wiki/Indries_Moomji_(Earth-616)
09502,Pheromones,/wiki/Indries_Moomji_(Earth-616)
09503,Americans,/wiki/Jamie_Tolentino_(Earth-616)
09504,Empire State University Student,/wiki/Jamie_Tolentino_(Earth-616)
09505,Americans,/wiki/Jasper_Daniels_(Earth-616)
09506,Mercenaries,/wiki/Jasper_Daniels_(Earth-616)
09507,Americans,/wiki/Roust_(Earth-616)
09508,Twins,/wiki/Roust_(Earth-616)
09509,Americans,/wiki/Timothy_Stuart_(Earth-616)
09510,Mercenaries,/wiki/Timothy_Stuart_(Earth-616)
09511,Mutants (Homo superior),/wiki/Uriel_(Mutant)_(Earth-616)
09512,Twins,/wiki/Uriel_(Mutant)_(Earth-616)
09513,Canadians,/wiki/William_Downing_(Earth-616)
09514,Mercenaries,/wiki/William_Downing_(Earth-616)
09515,Terrigenesis,/wiki/Kadlec_(Earth-616)
09516,Mutates,/wiki/Kadlec_(Earth-616)
09517,Inhumans (Inhomo supremis),/wiki/Kadlec_(Earth-616)
09518,Stan Lee/Creator,/wiki/Kadlec_(Earth-616)
09519,Jack Kirby/Creator,/wiki/Kadlec_(Earth-616)
09520,Trackers,/wiki/Kadlec_(Earth-616)
09521,Mutants (Homo superior),/wiki/Mulholland_Black_(Earth-616)
09522,Americans,/wiki/Mulholland_Black_(Earth-616)
09523,Flight,/wiki/Mulholland_Black_(Earth-616)
09524,Telekinesis,/wiki/Mulholland_Black_(Earth-616)
09525,Homosexual Characters,/wiki/Mulholland_Black_(Earth-616)
09526,Concussive Blasts,/wiki/Mulholland_Black_(Earth-616)
09527,Mutates,/wiki/Arthur_Dearborn_(Earth-616)
09528,Americans,/wiki/Arthur_Dearborn_(Earth-616)
09529,Flight,/wiki/Arthur_Dearborn_(Earth-616)
09530,Energy Absorption,/wiki/Arthur_Dearborn_(Earth-616)
09531,Intangibility,/wiki/Arthur_Dearborn_(Earth-616)
09532,Shapeshifters,/wiki/Ethan_Edwards_(Earth-616)
09533,Flight,/wiki/Ethan_Edwards_(Earth-616)
09534,Optic Blasts,/wiki/Ethan_Edwards_(Earth-616)
09535,Intangibility,/wiki/Ethan_Edwards_(Earth-616)
09536,Symbiotes-possessed,/wiki/Ethan_Edwards_(Earth-616)
09537,Mutates,/wiki/Grottu_(Earth-616)
09538,Stan Lee/Creator,/wiki/Grottu_(Earth-616)
